"subjects"	"S"	"instruction"	"R"	"rt"
"4456"	"4"	"right"	"accuracy"	"right"	1.29313674090567
"148"	"4"	"left"	"speed"	"left"	0.890486961652363
"4180"	"4"	"left"	"speed"	"right"	0.420119078506302
"2104"	"4"	"right"	"accuracy"	"right"	0.361394388866461
"2620"	"4"	"left"	"accuracy"	"right"	0.664910337390582
"3532"	"4"	"left"	"accuracy"	"right"	1.10939545829062
"1120"	"4"	"right"	"speed"	"left"	0.561555485551868
"1804"	"4"	"left"	"accuracy"	"left"	0.561513423005669
"4948"	"4"	"left"	"speed"	"left"	0.385927853537043
"3580"	"4"	"left"	"accuracy"	"left"	1.18890515678687
"4492"	"4"	"left"	"accuracy"	"right"	1.35223724424301
"2476"	"4"	"left"	"accuracy"	"right"	0.708504214960322
"2356"	"4"	"left"	"speed"	"left"	0.539404404308317
"5488"	"4"	"right"	"speed"	"right"	0.622801468920725
"772"	"4"	"left"	"speed"	"left"	0.363330640467874
"5284"	"4"	"left"	"speed"	"left"	1.16993550593673
"2296"	"4"	"right"	"accuracy"	"right"	1.36508014494342
"2560"	"4"	"right"	"speed"	"left"	0.759548610557645
"4996"	"4"	"left"	"speed"	"left"	0.587089144373266
"1960"	"4"	"right"	"accuracy"	"right"	0.607959655111742
"3160"	"4"	"right"	"accuracy"	"right"	0.70742013190504
"2140"	"4"	"left"	"accuracy"	"right"	1.15683958833031
"2824"	"4"	"right"	"accuracy"	"right"	0.931977959751794
"5020"	"4"	"left"	"accuracy"	"right"	0.785646569349868
"2224"	"4"	"right"	"speed"	"left"	0.42202364637552
"4720"	"4"	"right"	"speed"	"left"	0.605556939177842
"1516"	"4"	"left"	"accuracy"	"left"	1.60292790121356
"112"	"4"	"right"	"speed"	"right"	0.591826661245143
"484"	"4"	"left"	"speed"	"left"	0.637164497860492
"5296"	"4"	"right"	"speed"	"right"	0.434765293350675
"676"	"4"	"left"	"speed"	"left"	0.479235674173295
"3604"	"4"	"left"	"speed"	"right"	1.38885349776239
"2536"	"4"	"right"	"accuracy"	"left"	0.866586203832541
"5080"	"4"	"right"	"accuracy"	"right"	0.497404724932523
"1756"	"4"	"left"	"accuracy"	"left"	0.553443783726557
"3484"	"4"	"left"	"accuracy"	"left"	0.971049868449662
"4972"	"4"	"left"	"accuracy"	"left"	0.413038821444935
"5308"	"4"	"left"	"accuracy"	"right"	0.925599731558104
"3148"	"4"	"left"	"accuracy"	"right"	0.779987663919175
"5212"	"4"	"left"	"accuracy"	"left"	1.13687492141915
"424"	"4"	"right"	"accuracy"	"right"	0.666065156651951
"100"	"4"	"left"	"speed"	"left"	0.543610058270413
"964"	"4"	"left"	"speed"	"left"	0.410079220997208
"1108"	"4"	"left"	"speed"	"left"	0.871239959457812
"604"	"4"	"left"	"accuracy"	"left"	0.463520869173237
"4432"	"4"	"right"	"speed"	"right"	0.425331647757126
"2884"	"4"	"left"	"speed"	"left"	0.865688791944768
"412"	"4"	"left"	"accuracy"	"left"	0.429586795146885
"2980"	"4"	"left"	"speed"	"left"	1.17867646419752
"3076"	"4"	"left"	"speed"	"right"	0.466723783879502
"208"	"4"	"right"	"speed"	"left"	0.50097360564546
"1600"	"4"	"right"	"speed"	"left"	0.463370602413406
"724"	"4"	"left"	"speed"	"left"	1.03786357963881
"3496"	"4"	"right"	"accuracy"	"right"	0.703980661583476
"184"	"4"	"right"	"accuracy"	"left"	1.16809807890819
"5248"	"4"	"right"	"speed"	"left"	0.534818314508854
"244"	"4"	"left"	"speed"	"left"	0.374749803095179
"4612"	"4"	"left"	"speed"	"right"	0.659383667323482
"892"	"4"	"left"	"accuracy"	"left"	0.602028924715024
"700"	"4"	"left"	"accuracy"	"left"	0.599559120355082
"4360"	"4"	"right"	"accuracy"	"right"	0.484402155334992
"2812"	"4"	"left"	"accuracy"	"left"	0.657312608352564
"292"	"4"	"left"	"speed"	"left"	0.433113935740017
"28"	"4"	"left"	"accuracy"	"left"	0.451643853686773
"1504"	"4"	"right"	"speed"	"right"	0.69601697502874
"844"	"4"	"left"	"accuracy"	"left"	0.987460631256489
"4804"	"4"	"left"	"speed"	"right"	0.759857569340492
"4864"	"4"	"right"	"speed"	"right"	0.406182349400677
"3184"	"4"	"right"	"speed"	"right"	1.1971005174908
"2320"	"4"	"right"	"speed"	"right"	1.22907952888193
"2860"	"4"	"left"	"accuracy"	"left"	0.917394656273736
"904"	"4"	"right"	"accuracy"	"right"	0.505073977777318
"1336"	"4"	"right"	"accuracy"	"right"	0.798579403939546
"2380"	"4"	"left"	"accuracy"	"left"	0.869107394101549
"3676"	"4"	"left"	"accuracy"	"left"	0.674308389973142
"2908"	"4"	"left"	"accuracy"	"right"	0.44602033481628
"4312"	"4"	"right"	"accuracy"	"left"	0.63933353519897
"2992"	"4"	"right"	"speed"	"left"	0.390413951876053
"3808"	"4"	"right"	"speed"	"right"	0.497708337080899
"616"	"4"	"right"	"accuracy"	"left"	3.17302851045704
"4372"	"4"	"left"	"speed"	"right"	1.36357783884548
"1780"	"4"	"left"	"speed"	"right"	1.18352109716232
"2200"	"4"	"right"	"accuracy"	"right"	0.450738921767435
"3232"	"4"	"right"	"speed"	"right"	0.390355239272877
"1456"	"4"	"right"	"speed"	"right"	1.01744348148914
"4840"	"4"	"right"	"accuracy"	"left"	0.674609034259755
"1156"	"4"	"left"	"speed"	"right"	0.460854942324073
"2836"	"4"	"left"	"speed"	"right"	0.46949049056664
"16"	"4"	"right"	"speed"	"left"	0.430609134938413
"5392"	"4"	"right"	"speed"	"right"	0.370269353250815
"316"	"4"	"left"	"accuracy"	"left"	1.4826410589925
"2212"	"4"	"left"	"speed"	"left"	0.448444514384891
"3880"	"4"	"right"	"accuracy"	"right"	0.791958474209777
"4744"	"4"	"right"	"accuracy"	"left"	0.530533517296797
"4060"	"4"	"left"	"accuracy"	"left"	0.825884319407332
"1264"	"4"	"right"	"speed"	"right"	0.422925422498063
"4252"	"4"	"left"	"accuracy"	"left"	0.75148516560955
"3112"	"4"	"right"	"accuracy"	"left"	0.696249563292443
"1216"	"4"	"right"	"speed"	"right"	0.849093035235785
"2968"	"4"	"right"	"accuracy"	"right"	0.4179460248298
"2848"	"4"	"right"	"speed"	"right"	0.439275310274785
"2116"	"4"	"left"	"speed"	"left"	1.0373215425025
"2080"	"4"	"right"	"speed"	"right"	0.498606227908067
"3820"	"4"	"left"	"accuracy"	"right"	1.38625681452167
"1300"	"4"	"left"	"speed"	"left"	0.732626891695802
"4276"	"4"	"left"	"speed"	"right"	0.642212075001423
"5332"	"4"	"left"	"speed"	"left"	0.627456785821789
"1324"	"4"	"left"	"accuracy"	"left"	0.508638557596403
"3904"	"4"	"right"	"speed"	"right"	0.407325196351931
"1744"	"4"	"right"	"speed"	"left"	0.482424121807763
"3568"	"4"	"right"	"speed"	"right"	0.775290962239148
"580"	"4"	"left"	"speed"	"left"	0.628034205906459
"3448"	"4"	"right"	"accuracy"	"left"	0.593116048365999
"4048"	"4"	"right"	"speed"	"right"	0.435037326749582
"1624"	"4"	"right"	"accuracy"	"right"	0.436560053451425
"628"	"4"	"left"	"speed"	"left"	0.515710694051006
"977"	"5"	"right"	"speed"	"right"	0.419800737103473
"1685"	"5"	"left"	"speed"	"right"	1.37972101890438
"5441"	"5"	"right"	"speed"	"right"	0.598041216052162
"4481"	"5"	"right"	"speed"	"left"	0.34107424452892
"5141"	"5"	"left"	"speed"	"right"	0.384371111568209
"4637"	"5"	"left"	"accuracy"	"left"	0.877917446565732
"341"	"5"	"left"	"speed"	"left"	2.19585469213296
"3653"	"5"	"left"	"speed"	"left"	0.492318037478134
"4493"	"5"	"left"	"accuracy"	"left"	0.53834226214263
"4973"	"5"	"left"	"accuracy"	"left"	1.37519822339991
"1793"	"5"	"right"	"speed"	"right"	0.474837248959204
"5357"	"5"	"left"	"accuracy"	"right"	0.80482733780537
"3905"	"5"	"right"	"speed"	"left"	0.560908165948967
"2561"	"5"	"right"	"speed"	"right"	0.562386043349746
"401"	"5"	"right"	"speed"	"right"	0.508405451322809
"317"	"5"	"left"	"accuracy"	"right"	0.861818309760286
"149"	"5"	"left"	"speed"	"right"	0.534536070497496
"1001"	"5"	"right"	"accuracy"	"right"	0.401832270053077
"2189"	"5"	"left"	"accuracy"	"left"	0.774741252266672
"5285"	"5"	"left"	"speed"	"left"	0.405065457972513
"2333"	"5"	"left"	"accuracy"	"right"	0.493753083030309
"2309"	"5"	"left"	"speed"	"left"	0.476426683754365
"4961"	"5"	"right"	"speed"	"right"	5.45930678594104
"905"	"5"	"right"	"accuracy"	"left"	0.874487037049273
"4049"	"5"	"right"	"speed"	"right"	0.51457504786882
"2825"	"5"	"right"	"accuracy"	"right"	1.06844192394703
"4013"	"5"	"left"	"accuracy"	"left"	2.35579765227968
"3833"	"5"	"right"	"accuracy"	"left"	1.71751559491004
"4037"	"5"	"left"	"speed"	"left"	1.10050892243432
"4589"	"5"	"left"	"accuracy"	"left"	1.10922423736678
"1601"	"5"	"right"	"speed"	"left"	0.604803647056905
"1253"	"5"	"left"	"speed"	"left"	0.618844663962175
"3737"	"5"	"right"	"accuracy"	"right"	0.876459822412903
"5165"	"5"	"left"	"accuracy"	"left"	2.96242832139445
"2357"	"5"	"left"	"speed"	"left"	0.464284115491456
"1265"	"5"	"right"	"speed"	"left"	0.465324088356761
"725"	"5"	"left"	"speed"	"right"	0.92485081616925
"3929"	"5"	"right"	"accuracy"	"right"	0.58806373227356
"4853"	"5"	"left"	"speed"	"left"	0.512993516190436
"4073"	"5"	"right"	"accuracy"	"left"	0.49309397081494
"3041"	"5"	"right"	"speed"	"right"	1.01049737775116
"3953"	"5"	"right"	"speed"	"right"	0.544353138624155
"3761"	"5"	"right"	"speed"	"right"	1.08938783156988
"2753"	"5"	"right"	"speed"	"right"	0.695580349151472
"1325"	"5"	"left"	"accuracy"	"left"	1.01530883381984
"2765"	"5"	"left"	"accuracy"	"left"	1.67313048813148
"2777"	"5"	"right"	"accuracy"	"right"	1.47713269771868
"4733"	"5"	"left"	"accuracy"	"left"	0.80132588642656
"3917"	"5"	"left"	"accuracy"	"left"	0.606680350580975
"1241"	"5"	"right"	"accuracy"	"right"	0.532410785194096
"4565"	"5"	"left"	"speed"	"right"	1.39069789086698
"437"	"5"	"left"	"speed"	"left"	0.405216840453062
"1229"	"5"	"left"	"accuracy"	"right"	1.14026700570745
"2621"	"5"	"left"	"accuracy"	"right"	0.559196138839159
"557"	"5"	"left"	"accuracy"	"left"	0.625216734828547
"1997"	"5"	"left"	"accuracy"	"right"	0.684311232382182
"3497"	"5"	"right"	"accuracy"	"right"	2.15185027255123
"5045"	"5"	"left"	"speed"	"left"	0.913583876626131
"293"	"5"	"left"	"speed"	"left"	0.431105539648027
"4025"	"5"	"right"	"accuracy"	"right"	0.978265277449516
"413"	"5"	"left"	"accuracy"	"right"	0.349907505825617
"3065"	"5"	"right"	"accuracy"	"left"	1.58055617057461
"3701"	"5"	"left"	"speed"	"right"	0.700695790433814
"953"	"5"	"right"	"accuracy"	"right"	1.26428527753627
"113"	"5"	"right"	"speed"	"left"	0.44989531104026
"1529"	"5"	"right"	"accuracy"	"left"	0.808519730001303
"389"	"5"	"left"	"speed"	"left"	1.32791609887891
"2177"	"5"	"right"	"speed"	"right"	1.56192366667602
"5105"	"5"	"right"	"speed"	"right"	0.322655423023118
"3281"	"5"	"right"	"speed"	"right"	0.512935045076831
"785"	"5"	"right"	"speed"	"right"	0.456710039840001
"4421"	"5"	"left"	"speed"	"left"	1.19785081568766
"4265"	"5"	"right"	"accuracy"	"left"	0.578964277049752
"3413"	"5"	"left"	"speed"	"left"	1.31930144002436
"4937"	"5"	"right"	"accuracy"	"right"	0.661918845188805
"3545"	"5"	"right"	"accuracy"	"right"	0.701489029815484
"1841"	"5"	"right"	"speed"	"left"	0.888617894241774
"3293"	"5"	"left"	"accuracy"	"left"	1.46924480988574
"269"	"5"	"left"	"accuracy"	"left"	0.817510780495741
"2129"	"5"	"right"	"speed"	"left"	0.412049984202352
"1553"	"5"	"right"	"speed"	"right"	0.767112932910132
"4817"	"5"	"right"	"speed"	"right"	1.3055421767767
"5081"	"5"	"right"	"accuracy"	"right"	0.991774495220895
"125"	"5"	"left"	"accuracy"	"right"	0.738768461744463
"2801"	"5"	"right"	"speed"	"right"	0.673124714173282
"5369"	"5"	"right"	"accuracy"	"right"	0.417438668809538
"581"	"5"	"left"	"speed"	"left"	1.35961582655433
"3137"	"5"	"right"	"speed"	"left"	0.542446243947605
"2849"	"5"	"right"	"speed"	"right"	0.713800956445512
"4553"	"5"	"right"	"accuracy"	"right"	0.740643527372527
"3749"	"5"	"left"	"speed"	"right"	0.655856370559436
"1661"	"5"	"left"	"accuracy"	"left"	1.89516284751184
"1073"	"5"	"right"	"speed"	"right"	1.00276297313747
"5333"	"5"	"left"	"speed"	"right"	0.846373052059988
"701"	"5"	"left"	"accuracy"	"left"	0.366298210053796
"1313"	"5"	"right"	"speed"	"left"	1.37943629325397
"245"	"5"	"left"	"speed"	"left"	0.58135973174044
"2417"	"5"	"right"	"speed"	"right"	1.00279585835834
"5261"	"5"	"left"	"accuracy"	"right"	0.914956772911533
"2957"	"5"	"left"	"accuracy"	"left"	1.63808539622794
"1433"	"5"	"right"	"accuracy"	"right"	0.7931847618619
"4925"	"5"	"left"	"accuracy"	"left"	1.24971062476781
"3521"	"5"	"right"	"speed"	"right"	0.378971914589707
"2381"	"5"	"left"	"accuracy"	"right"	1.27653399340094
"2681"	"5"	"right"	"accuracy"	"right"	1.8304877163715
"2717"	"5"	"left"	"accuracy"	"left"	1.74880906064014
"1085"	"5"	"left"	"accuracy"	"left"	1.47192019146891
"3605"	"5"	"left"	"speed"	"left"	1.44729076859632
"2573"	"5"	"left"	"accuracy"	"right"	0.56210831923838
"4445"	"5"	"left"	"accuracy"	"left"	2.53787068814741
"3821"	"5"	"left"	"accuracy"	"left"	0.82116950694657
"5225"	"5"	"right"	"accuracy"	"right"	0.642204408633073
"4829"	"5"	"left"	"accuracy"	"left"	1.31469521929807
"4757"	"5"	"left"	"speed"	"left"	1.30994284038454
"3245"	"5"	"left"	"accuracy"	"left"	0.431954732647881
"2837"	"5"	"left"	"speed"	"left"	0.420845998358082
"2945"	"5"	"right"	"speed"	"right"	0.449719543663673
"1025"	"5"	"right"	"speed"	"right"	0.888898471835122
"3725"	"5"	"left"	"accuracy"	"left"	1.62274094655648
"1745"	"5"	"right"	"speed"	"right"	0.501432717723381
"1973"	"5"	"left"	"speed"	"right"	0.616526824172963
"665"	"5"	"right"	"accuracy"	"right"	1.2686976843034
"1289"	"5"	"right"	"accuracy"	"left"	1.32579152167299
"845"	"5"	"left"	"accuracy"	"right"	0.589265143994884
"1061"	"5"	"left"	"speed"	"right"	0.392798445730624
"2501"	"5"	"left"	"speed"	"left"	0.358700426336838
"653"	"5"	"left"	"accuracy"	"right"	2.53308239924354
"4397"	"5"	"left"	"accuracy"	"right"	0.993866957550105
"2993"	"5"	"right"	"speed"	"right"	0.379552745013704
"2225"	"5"	"right"	"speed"	"right"	0.625084664121538
"2285"	"5"	"left"	"accuracy"	"left"	0.589607174411317
"5093"	"5"	"left"	"speed"	"right"	0.351913313252343
"2153"	"5"	"right"	"accuracy"	"right"	0.480199456602704
"4673"	"5"	"right"	"speed"	"right"	1.02666144325281
"4337"	"5"	"right"	"speed"	"right"	0.629063494648169
"3569"	"5"	"right"	"speed"	"left"	0.581770833515118
"1397"	"5"	"left"	"speed"	"left"	0.325183988715857
"3089"	"5"	"right"	"speed"	"left"	0.502190446075483
"1217"	"5"	"right"	"speed"	"right"	0.497639571280303
"521"	"5"	"right"	"accuracy"	"right"	0.980347525583133
"689"	"5"	"right"	"speed"	"right"	0.590540901187836
"3485"	"5"	"left"	"accuracy"	"right"	1.25951610455157
"2057"	"5"	"right"	"accuracy"	"right"	1.2717915169337
"4385"	"5"	"right"	"speed"	"right"	0.371844008263958
"2345"	"5"	"right"	"accuracy"	"right"	0.451875012993097
"2789"	"5"	"left"	"speed"	"left"	0.37634795961504
"4325"	"5"	"left"	"speed"	"left"	0.991321325492191
"4061"	"5"	"left"	"accuracy"	"left"	0.864715617583842
"4661"	"5"	"left"	"speed"	"right"	0.321986563161223
"4889"	"5"	"right"	"accuracy"	"left"	2.15483558123254
"2201"	"5"	"right"	"accuracy"	"right"	0.726811550702497
"2657"	"5"	"right"	"speed"	"right"	0.398669889834807
"4205"	"5"	"left"	"accuracy"	"left"	0.686902100957526
"4613"	"5"	"left"	"speed"	"right"	0.408634289970942
"1505"	"5"	"right"	"speed"	"right"	0.98536472788985
"4433"	"5"	"right"	"speed"	"left"	2.2084377690779
"5237"	"5"	"left"	"speed"	"left"	0.693933242572316
"5465"	"5"	"right"	"accuracy"	"right"	0.372547479899392
"461"	"5"	"left"	"accuracy"	"left"	1.13554442909133
"2705"	"5"	"right"	"speed"	"left"	0.410395142244521
"2921"	"5"	"right"	"accuracy"	"right"	1.21516807089506
"869"	"5"	"left"	"speed"	"left"	0.478073994731265
"3893"	"5"	"left"	"speed"	"right"	0.837794381537395
"3317"	"5"	"left"	"speed"	"left"	0.595115354630501
"29"	"5"	"left"	"accuracy"	"left"	0.441329685175145
"1421"	"5"	"left"	"accuracy"	"right"	0.609203781029083
"4469"	"5"	"left"	"speed"	"left"	0.389988836553019
"161"	"5"	"right"	"speed"	"right"	1.91975795159616
"4685"	"5"	"left"	"accuracy"	"left"	0.963700862512024
"53"	"5"	"left"	"speed"	"right"	1.30262123608422
"4745"	"5"	"right"	"accuracy"	"right"	0.957574635037571
"1913"	"5"	"right"	"accuracy"	"left"	0.719485049926078
"4001"	"5"	"right"	"speed"	"right"	0.543665977749416
"4181"	"5"	"left"	"speed"	"left"	0.632593388276616
"1649"	"5"	"right"	"speed"	"right"	0.462384536008234
"5033"	"5"	"right"	"accuracy"	"right"	1.26861679695552
"5249"	"5"	"right"	"speed"	"left"	0.544595161445797
"569"	"5"	"right"	"accuracy"	"right"	1.71914512888756
"5477"	"5"	"left"	"speed"	"left"	0.4522872082286
"3257"	"5"	"right"	"accuracy"	"right"	0.691860578612431
"5021"	"5"	"left"	"accuracy"	"left"	1.29112111184861
"1817"	"5"	"right"	"accuracy"	"right"	1.35639870124345
"3197"	"5"	"left"	"accuracy"	"left"	1.99618375908997
"3845"	"5"	"left"	"speed"	"right"	0.800701258967394
"5393"	"5"	"right"	"speed"	"right"	0.776607281058093
"4793"	"5"	"right"	"accuracy"	"left"	0.777081930198717
"2105"	"5"	"right"	"accuracy"	"right"	0.992098875842307
"5057"	"5"	"right"	"speed"	"right"	1.1307873854124
"3509"	"5"	"left"	"speed"	"right"	0.578362623445289
"1985"	"5"	"right"	"speed"	"right"	1.13672771830211
"1013"	"5"	"left"	"speed"	"right"	2.30286092438868
"929"	"5"	"right"	"speed"	"left"	1.43349094602386
"3869"	"5"	"left"	"accuracy"	"right"	0.631542322361557
"2609"	"5"	"right"	"speed"	"left"	1.10205885273842
"1409"	"5"	"right"	"speed"	"left"	1.44991613305742
"2297"	"5"	"right"	"accuracy"	"right"	0.961371568500521
"5513"	"5"	"right"	"accuracy"	"left"	0.708717070940652
"2093"	"5"	"left"	"accuracy"	"right"	1.02138624444922
"4373"	"5"	"left"	"speed"	"right"	1.40640063443377
"917"	"5"	"left"	"speed"	"right"	0.495495676321158
"4133"	"5"	"left"	"speed"	"right"	1.51534955349853
"1481"	"5"	"right"	"accuracy"	"left"	0.424426173428212
"1769"	"5"	"right"	"accuracy"	"left"	0.795295206650853
"2585"	"5"	"right"	"accuracy"	"left"	0.509704841012741
"1457"	"5"	"right"	"speed"	"right"	0.412120315756177
"1733"	"5"	"left"	"speed"	"left"	0.797601259620044
"2813"	"5"	"left"	"accuracy"	"left"	1.86300192914846
"3341"	"5"	"left"	"accuracy"	"left"	1.49819024536904
"617"	"5"	"right"	"accuracy"	"left"	0.979121192147718
"173"	"5"	"left"	"accuracy"	"right"	0.846533619483927
"3125"	"5"	"left"	"speed"	"left"	0.703187793379053
"2081"	"5"	"right"	"speed"	"right"	0.980100208844748
"1697"	"5"	"right"	"speed"	"right"	0.509363295498651
"1949"	"5"	"left"	"accuracy"	"right"	0.599477110108769
"605"	"5"	"left"	"accuracy"	"left"	0.788201455087039
"1133"	"5"	"left"	"accuracy"	"right"	1.28661801110641
"4649"	"5"	"right"	"accuracy"	"left"	2.04397434396083
"3353"	"5"	"right"	"accuracy"	"left"	1.49101700203159
"545"	"5"	"right"	"speed"	"left"	0.734786083409964
"425"	"5"	"right"	"accuracy"	"right"	2.00268022579649
"1445"	"5"	"left"	"speed"	"left"	0.720760754104382
"1937"	"5"	"right"	"speed"	"right"	1.13425833428025
"1805"	"5"	"left"	"accuracy"	"left"	0.85605457559222
"1673"	"5"	"right"	"accuracy"	"right"	1.92791456245448
"5189"	"5"	"left"	"speed"	"left"	1.07281810908673
"2909"	"5"	"left"	"accuracy"	"left"	0.538383019973504
"1349"	"5"	"left"	"speed"	"left"	0.390231359415348
"89"	"5"	"right"	"accuracy"	"left"	0.668918744415555
"4241"	"5"	"right"	"speed"	"right"	0.438659097771879
"1157"	"5"	"left"	"speed"	"right"	0.667945756127923
"2669"	"5"	"left"	"accuracy"	"right"	1.25586791448592
"4949"	"5"	"left"	"speed"	"left"	0.3906943502094
"1205"	"5"	"left"	"speed"	"left"	0.353333910077524
"2897"	"5"	"right"	"speed"	"left"	0.471077100879679
"4301"	"5"	"left"	"accuracy"	"right"	0.816319300486871
"1049"	"5"	"right"	"accuracy"	"right"	1.87240742736536
"3809"	"5"	"right"	"speed"	"left"	0.688775116327217
"3005"	"5"	"left"	"accuracy"	"left"	0.403004731737915
"2165"	"5"	"left"	"speed"	"left"	0.539934268128235
"4145"	"5"	"right"	"speed"	"right"	0.672757284951005
"1829"	"5"	"left"	"speed"	"left"	0.86646564616018
"1709"	"5"	"left"	"accuracy"	"left"	0.830080270395141
"2861"	"5"	"left"	"accuracy"	"left"	0.887218383031201
"2045"	"5"	"left"	"accuracy"	"left"	0.923976606869249
"5381"	"5"	"left"	"speed"	"left"	0.446493132318324
"2477"	"5"	"left"	"accuracy"	"right"	0.447888501468228
"3173"	"5"	"left"	"speed"	"left"	0.531959372631979
"233"	"5"	"right"	"accuracy"	"left"	1.4565439730431
"3101"	"5"	"left"	"accuracy"	"right"	0.560081540223754
"3617"	"5"	"right"	"speed"	"right"	1.02744585769311
"5297"	"5"	"right"	"speed"	"right"	1.07030538776341
"4289"	"5"	"right"	"speed"	"left"	0.715532458644876
"353"	"5"	"right"	"speed"	"right"	0.415878468877217
"4529"	"5"	"right"	"speed"	"right"	0.426858750476505
"809"	"5"	"right"	"accuracy"	"right"	1.13704781713363
"893"	"5"	"left"	"accuracy"	"right"	1.14798188375337
"1625"	"5"	"right"	"accuracy"	"right"	0.439038851961992
"3977"	"5"	"right"	"accuracy"	"right"	0.531912007134533
"3017"	"5"	"right"	"accuracy"	"left"	0.742835203865514
"2489"	"5"	"right"	"accuracy"	"right"	0.475040064385699
"1193"	"5"	"right"	"accuracy"	"left"	0.856761462948316
"4349"	"5"	"left"	"accuracy"	"left"	0.813903940190554
"4721"	"5"	"right"	"speed"	"left"	0.537981377202616
"4253"	"5"	"left"	"accuracy"	"left"	0.628262478837674
"5273"	"5"	"right"	"accuracy"	"left"	0.405895464052577
"2237"	"5"	"left"	"accuracy"	"left"	0.976870542102029
"3965"	"5"	"left"	"accuracy"	"left"	2.26910577412117
"4217"	"5"	"right"	"accuracy"	"left"	0.601138599108913
"5213"	"5"	"left"	"accuracy"	"left"	0.478351797046584
"1145"	"5"	"right"	"accuracy"	"right"	0.632490349856553
"5009"	"5"	"right"	"speed"	"right"	1.80882815992487
"2369"	"5"	"right"	"speed"	"right"	0.355782252975787
"2729"	"5"	"right"	"accuracy"	"right"	0.794607651929363
"965"	"5"	"left"	"speed"	"left"	0.566069407086019
"2213"	"5"	"left"	"speed"	"left"	0.4531427906667
"1373"	"5"	"left"	"accuracy"	"left"	0.84863707169519
"2117"	"5"	"left"	"speed"	"right"	1.41348969301333
"3401"	"5"	"right"	"accuracy"	"right"	0.932960017982168
"1301"	"5"	"left"	"speed"	"left"	1.17425130542607
"1181"	"5"	"left"	"accuracy"	"right"	0.534625012025167
"5177"	"5"	"right"	"accuracy"	"right"	1.61482865463848
"5429"	"5"	"left"	"speed"	"right"	0.376933370464307
